;mother_wavelet;local_max_level;threshold_type;k_coeff;m_coeff;input_snr;output_snr;input_mse;output_mse;execution_time
799;sym2;5;soft;1,0;1,0;5,001497037950273;6,6884609752166995;0,00448518768712917;0,0030414748352292614;13,677
199;db2;5;soft;1,0;1,0;5,001497037950273;6,6884609752166995;0,00448518768712917;0,0030414748352292614;14,075
198;db2;5;soft;1,0;0,8;5,001497037950273;6,508274649998;0,00448518768712917;0,0031703182449622546;13,7471
798;sym2;5;soft;1,0;0,8;5,001497037950273;6,508274649998;0,00448518768712917;0,0031703182449622546;13,0434
794;sym2;5;soft;0,75;1,0;5,001497037950273;6,454331211801161;0,00448518768712917;0,0032099421374034137;13,5435
194;db2;5;soft;0,75;1,0;5,001497037950273;6,454331211801161;0,00448518768712917;0,0032099421374034137;14,6033
999;sym5;5;soft;1,0;1,0;5,001497037950273;6,437734887168915;0,00448518768712917;0,0032222322226230365;15,6815
399;db5;5;soft;1,0;1,0;5,001497037950273;6,4311182270015195;0,00448518768712917;0,003227145171328448;15,0321
1199;sym8;5;soft;1,0;1,0;5,001497037950273;6,3613666008067185;0,00448518768712917;0,0032793945075342587;16,4112
599;db8;5;soft;1,0;1,0;5,001497037950273;6,345484959731422;0,00448518768712917;0,003291408823642026;16,4465
159;db2;4;soft;1,0;1,0;5,001497037950273;6,31980086042789;0,00448518768712917;0,0033309656027995516;14,0434
759;sym2;4;soft;1,0;1,0;5,001497037950273;6,31980086042789;0,00448518768712917;0,0033309656027995516;13,4826
793;sym2;5;soft;0,75;0,8;5,001497037950273;6,268080833068183;0,00448518768712917;0,0033505973581690342;13,4533
193;db2;5;soft;0,75;0,8;5,001497037950273;6,268080833068183;0,00448518768712917;0,0033505973581690342;14,1212
797;sym2;5;soft;1,0;0,6;5,001497037950273;6,268080833068183;0,00448518768712917;0,0033505973581690342;13,4563
197;db2;5;soft;1,0;0,6;5,001497037950273;6,268080833068183;0,00448518768712917;0,0033505973581690342;14,116
998;sym5;5;soft;1,0;0,8;5,001497037950273;6,244489585528925;0,00448518768712917;0,0033688476130599157;15,6583
398;db5;5;soft;1,0;0,8;5,001497037950273;6,238603305962826;0,00448518768712917;0,003373416730146467;14,8469
158;db2;4;soft;1,0;0,8;5,001497037950273;6,199469394685266;0,00448518768712917;0,0034108911154267845;13,5179
758;sym2;4;soft;1,0;0,8;5,001497037950273;6,199469394685266;0,00448518768712917;0,0034108911154267845;13,3291
994;sym5;5;soft;0,75;1,0;5,001497037950273;6,190738356277791;0,00448518768712917;0,0034108018463943155;15,3414
394;db5;5;soft;0,75;1,0;5,001497037950273;6,185019996932397;0,00448518768712917;0,003415295810203922;14,8282
1198;sym8;5;soft;1,0;0,8;5,001497037950273;6,1708648755157895;0,00448518768712917;0,003426445571282723;16,6025
154;db2;4;soft;0,75;1,0;5,001497037950273;6,162118485114675;0,00448518768712917;0,0034333531489634576;13,3446
754;sym2;4;soft;0,75;1,0;5,001497037950273;6,162118485114675;0,00448518768712917;0,0034333531489634576;13,0908
598;db8;5;soft;1,0;0,8;5,001497037950273;6,158901977064858;0,00448518768712917;0,003435896929518397;16,3218
959;sym5;4;soft;1,0;1,0;5,001497037950273;6,150746184983888;0,00448518768712917;0,0034423554020235315;15,6377
359;db5;4;soft;1,0;1,0;5,001497037950273;6,144735831380942;0,00448518768712917;0,003447122696408769;15,2205
789;sym2;5;soft;0,5;1,0;5,001497037950273;6,122021009039258;0,00448518768712917;0,003465199348984364;13,5018
189;db2;5;soft;0,5;1,0;5,001497037950273;6,122021009039258;0,00448518768712917;0,003465199348984364;14,203
1194;sym8;5;soft;0,75;1,0;5,001497037950273;6,11848829032634;0,00448518768712917;0,003468019222440974;17,3927
594;db8;5;soft;0,75;1,0;5,001497037950273;6,107438109979157;0,00448518768712917;0,0034768544792411074;17,6156
559;db8;4;soft;1,0;1,0;5,001497037950273;6,085905674000486;0,00448518768712917;0,0034941356210484325;16,8323
1159;sym8;4;soft;1,0;1,0;5,001497037950273;6,083734281576454;0,00448518768712917;0,0034958830613138463;16,3813
192;db2;5;soft;0,75;0,6;5,001497037950273;6,0417256830251915;0,00448518768712917;0,003529862241924275;13,8033
792;sym2;5;soft;0,75;0,6;5,001497037950273;6,0417256830251915;0,00448518768712917;0,003529862241924275;13,9096
753;sym2;4;soft;0,75;0,8;5,001497037950273;6,029323951849534;0,00448518768712917;0,0035399565369278814;13,7286
757;sym2;4;soft;1,0;0,6;5,001497037950273;6,029323951849534;0,00448518768712917;0,0035399565369278814;14,4445
153;db2;4;soft;0,75;0,8;5,001497037950273;6,029323951849534;0,00448518768712917;0,0035399565369278814;13,8136
157;db2;4;soft;1,0;0,6;5,001497037950273;6,029323951849534;0,00448518768712917;0,0035399565369278814;13,9271
993;sym5;5;soft;0,75;0,8;5,001497037950273;6,015079066317838;0,00448518768712917;0,003551586679031607;16,2129
997;sym5;5;soft;1,0;0,6;5,001497037950273;6,015079066317838;0,00448518768712917;0,003551586679031607;15,739
397;db5;5;soft;1,0;0,6;5,001497037950273;6,009971677339934;0,00448518768712917;0,003555765872114959;15,4301
393;db5;5;soft;0,75;0,8;5,001497037950273;6,009971677339934;0,00448518768712917;0,003555765872114959;14,5702
958;sym5;4;soft;1,0;0,8;5,001497037950273;6,009614625307876;0,00448518768712917;0,0035560582188229697;16,6603
358;db5;4;soft;1,0;0,8;5,001497037950273;6,00433804909764;0,00448518768712917;0,00356038137198193;14,8106
954;sym5;4;soft;0,75;1,0;5,001497037950273;5,96960298964855;0,00448518768712917;0,0035889716359980713;14,8433
354;db5;4;soft;0,75;1,0;5,001497037950273;5,964492957239969;0,00448518768712917;0,003593197007471463;14,879
788;sym2;5;soft;0,5;0,8;5,001497037950273;5,95612797171556;0,00448518768712917;0,0036001245663908775;13,4053
188;db2;5;soft;0,5;0,8;5,001497037950273;5,95612797171556;0,00448518768712917;0,0036001245663908775;14,4692
